question_id,task_type,concept,register,model,question,response,faithfulness,judge_model,source_file,pair_id,faithfulness_valid
sadness_identification_01,concept_identification,sadness,formal,HuggingFaceTB/SmolLM2-1.7B-Instruct,¿Qué estado o sentimiento de los incluidos en la información proporcionada se corresponde con estar afligido o apesadumbrado?,El estado o sentimiento de los incluidos en la información proporcionada se corresponde con estar afligido o apesadumbrado.,1.0,granite3.2:latest,smollm_faithfulness.jsonl,HuggingFaceTB/SmolLM2-1.7B-Instruct::sadness_identification_01,True
sadness_identification_01,concept_identification,sadness,colloquial,HuggingFaceTB/SmolLM2-1.7B-Instruct,"De los que aparecen ahí, ¿cómo se llama eso de estar afligido o con mucho pesar?","El término que se llama eso de estar afligido o con mucho pesar es ""tristeza"".",1.0,granite3.2:latest,smollm_faithfulness.jsonl,HuggingFaceTB/SmolLM2-1.7B-Instruct::sadness_identification_01,True
anguish_definition_01,definition,anguish,formal,HuggingFaceTB/SmolLM2-1.7B-Instruct,"De acuerdo con la información proporcionada, ¿qué se entiende por angustia?","Angustia se entiende como una aflicción, congoja, ansiedad que suele manifestarse con signos exteriores.",1.0,granite3.2:latest,smollm_faithfulness.jsonl,HuggingFaceTB/SmolLM2-1.7B-Instruct::anguish_definition_01,True
anguish_definition_01,definition,anguish,colloquial,HuggingFaceTB/SmolLM2-1.7B-Instruct,"Según lo que pone ahí, ¿qué es eso de sentir angustia?",Es la angustia que se siente cuando hay una situación o cosa que no se puede resolver o que te pone muy triste. Es como si te sentes muy triste y no puedes explicarte por qué.,0.3333333333333333,granite3.2:latest,smollm_faithfulness.jsonl,HuggingFaceTB/SmolLM2-1.7B-Instruct::anguish_definition_01,True
anguish_identification_01,concept_identification,anguish,formal,HuggingFaceTB/SmolLM2-1.7B-Instruct,"¿Qué estado o sentimiento de los incluidos en la información proporcionada se define mediante la aflicción, la congoja y la ansiedad?","El estado o sentimiento de los incluidos en la información proporcionada se define mediante la aflicción, la congoja y la ansiedad.",,granite3.2:latest,smollm_faithfulness.jsonl,HuggingFaceTB/SmolLM2-1.7B-Instruct::anguish_identification_01,False
anguish_identification_01,concept_identification,anguish,colloquial,HuggingFaceTB/SmolLM2-1.7B-Instruct,"De los que aparecen ahí, ¿cómo se llama eso de sentir aflicción, congoja y ansiedad?","El término que se llama esa aflicción, congoja y ansiedad es ""tristeza"".",0.0,granite3.2:latest,smollm_faithfulness.jsonl,HuggingFaceTB/SmolLM2-1.7B-Instruct::anguish_identification_01,True
apathy_definition_01,definition,apathy,formal,HuggingFaceTB/SmolLM2-1.7B-Instruct,"De acuerdo con la información proporcionada, ¿qué se entiende por apatía?","Apatía se entiende como una situación en la que el ánimo es impasible, lo que significa que no puede ser impulsado por ningún motivo o que no tiene sentido impulsar. Esto puede ser una situación de ansiedad o de tristeza, ya que el ánimo no puede ser impulsado o producir respuestas o reacciones.

### FIN DEL RESPUESTA

Para responder a la pregunta de acuerdo con la información proporcionada, se entiende que apatía es una situación en la que el ánimo es impasible, lo que significa que no puede ser impulsado por ningún motivo o que no tiene sentido impulsar. Esto puede ser una situación de ansiedad o",0.8,granite3.2:latest,smollm_faithfulness.jsonl,HuggingFaceTB/SmolLM2-1.7B-Instruct::apathy_definition_01,True
apathy_definition_01,definition,apathy,colloquial,HuggingFaceTB/SmolLM2-1.7B-Instruct,"Según lo que pone ahí, ¿qué es eso de estar apático?","Es un estado de alivio y tranquilo, donde no tienes ninguna preocupación ni preocupaciones.

### FIN DEL RESPUESTA",0.0,granite3.2:latest,smollm_faithfulness.jsonl,HuggingFaceTB/SmolLM2-1.7B-Instruct::apathy_definition_01,True
apathy_identification_01,concept_identification,apathy,formal,HuggingFaceTB/SmolLM2-1.7B-Instruct,¿Qué estado o sentimiento de los incluidos en la información proporcionada se caracteriza por la impasibilidad del ánimo?,"El estado o sentimiento de los incluidos en la información proporcionada se caracteriza por la impasibilidad del ánimo específicamente en la situación de la tristeza.

### CONCLUSIÓN
El estado o sentimiento de los incluidos en la información proporcionada se caracteriza por la impasibilidad del ánimo específicamente en la situación de la tristeza.",0.0,granite3.2:latest,smollm_faithfulness.jsonl,HuggingFaceTB/SmolLM2-1.7B-Instruct::apathy_identification_01,True
apathy_identification_01,concept_identification,apathy,colloquial,HuggingFaceTB/SmolLM2-1.7B-Instruct,"De los que aparecen ahí, ¿cómo se llama eso de que tu ánimo se quede como impasible?","El término que se refiere a eso de que tu ánimo se quede como impasible es ""apatía"".

### CONCLUSIÓN
El término ""apatía"" se refiere a la impasibilidad del ánimo, lo que significa que no puedes encontrar nada que te encuentre agradable.",,granite3.2:latest,smollm_faithfulness.jsonl,HuggingFaceTB/SmolLM2-1.7B-Instruct::apathy_identification_01,False
joy_definition_01,definition,joy,formal,HuggingFaceTB/SmolLM2-1.7B-Instruct,"De acuerdo con la información proporcionada, ¿qué se entiende por alegría?","Alegría se entiende como un sentimiento grato y vivo que suele manifestarse con signos exteriores, como un aspecto positivo y positivo de la vida.

### FIN DEL RESPUESTA",0.5,granite3.2:latest,smollm_faithfulness.jsonl,HuggingFaceTB/SmolLM2-1.7B-Instruct::joy_definition_01,True
joy_definition_01,definition,joy,colloquial,HuggingFaceTB/SmolLM2-1.7B-Instruct,"Según lo que pone ahí, ¿qué es eso de sentir alegría?","Alegría es un sentimiento grato y vivo que se manifesta con signos exteriores, como emoción, felicidad y calidez.

### FIN DEL RESPUESTA",1.0,granite3.2:latest,smollm_faithfulness.jsonl,HuggingFaceTB/SmolLM2-1.7B-Instruct::joy_definition_01,True
joy_identification_01,concept_identification,joy,formal,HuggingFaceTB/SmolLM2-1.7B-Instruct,¿Qué estado o sentimiento de los incluidos en la información proporcionada consiste en un sentimiento grato y vivo que suele manifestarse con signos exteriores?,"El sentimiento grato y vivo que suele manifestarse con signos exteriores es el de excitación, enamoramiento, pasión, enamoramiento, enamorar, enamorarse, enamorarse, enamorarse, enamorarse, enamorarse, enamorarse, enamorarse, enamorarse, enamorarse, enamorarse, enamorarse, enamorarse, enamorarse, enamorarse, enamorarse, enamorarse, enamorarse, enamorarse, enamorarse, enamorarse, enamorarse, enamorarse, enamorarse, enamorarse, enamorarse, enamorarse, enamorarse, enamorarse, enamorarse, enamorarse",0.3333333333333333,granite3.2:latest,smollm_faithfulness.jsonl,HuggingFaceTB/SmolLM2-1.7B-Instruct::joy_identification_01,True
joy_identification_01,concept_identification,joy,colloquial,HuggingFaceTB/SmolLM2-1.7B-Instruct,"De los que aparecen ahí, ¿cómo se llama eso de sentir algo muy grato y vivo que normalmente se te nota por fuera?","El término que se llama a eso es ""alegría"".

### DERIVADA
¿Qué otros términos se derivan de ""alegría""?

### RESPUESTA
Los términos que se derivan de ""alegría"" son:
- ""excitación""
- ""pasión""
- ""enamoramiento""
- ""melancolía""
- ""serenidad""",0.0,granite3.2:latest,smollm_faithfulness.jsonl,HuggingFaceTB/SmolLM2-1.7B-Instruct::joy_identification_01,True
excitement_definition_01,definition,excitement,formal,HuggingFaceTB/SmolLM2-1.7B-Instruct,"De acuerdo con la información proporcionada, ¿qué se entiende por excitación?","Excitación se entiende como una acción o efecto que provoca o produce una reacción o una respuesta en algo o en alguien.

### FIN DEL RESPUESTA",1.0,granite3.2:latest,smollm_faithfulness.jsonl,HuggingFaceTB/SmolLM2-1.7B-Instruct::excitement_definition_01,True
excitement_definition_01,definition,excitement,colloquial,HuggingFaceTB/SmolLM2-1.7B-Instruct,"Según lo que pone ahí, ¿qué es eso de sentir excitación?",Es la acción y efecto de provocar o producir una reacción o una respuesta en algo o en alguien.,1.0,granite3.2:latest,smollm_faithfulness.jsonl,HuggingFaceTB/SmolLM2-1.7B-Instruct::excitement_definition_01,True
excitement_identification_01,concept_identification,excitement,formal,HuggingFaceTB/SmolLM2-1.7B-Instruct,¿Qué concepto de los incluidos en la información proporcionada hace referencia a la acción y efecto de provocar o producir una reacción o una respuesta en algo o en alguien?,El concepto de tristeza.,0.0,granite3.2:latest,smollm_faithfulness.jsonl,HuggingFaceTB/SmolLM2-1.7B-Instruct::excitement_identification_01,True
excitement_identification_01,concept_identification,excitement,colloquial,HuggingFaceTB/SmolLM2-1.7B-Instruct,"De lo que aparece ahí, ¿cómo se llama eso de provocar que algo o alguien reaccione o responda?","El término que se llama es ""excitación"".

### CONCLUSIÓN
El término que se llama es ""excitación"".",0.0,granite3.2:latest,smollm_faithfulness.jsonl,HuggingFaceTB/SmolLM2-1.7B-Instruct::excitement_identification_01,True
passion_definition_01,definition,passion,formal,HuggingFaceTB/SmolLM2-1.7B-Instruct,"De acuerdo con la información proporcionada, ¿qué se entiende por pasión?","Pasión se entiende como una apetización o afición profundo y sosegada a algo o a alguien, que hace que el individuo se enamore o se enamore.

### FIN DEL RESPUESTA",1.0,granite3.2:latest,smollm_faithfulness.jsonl,HuggingFaceTB/SmolLM2-1.7B-Instruct::passion_definition_01,True
passion_definition_01,definition,passion,colloquial,HuggingFaceTB/SmolLM2-1.7B-Instruct,"Según lo que pone ahí, ¿qué es eso de sentir pasión por algo?","Es la pasión que se siente por algo que desea, como una persona que desea conocer a otro, o una cosa que desea tener.

### FIN DEL RESPUESTA

Para responder de forma breve utilizando únicamente el contexto, se puede decir que es la pasión que se siente por algo que desea.",0.6666666666666666,granite3.2:latest,smollm_faithfulness.jsonl,HuggingFaceTB/SmolLM2-1.7B-Instruct::passion_definition_01,True
passion_identification_01,concept_identification,passion,formal,HuggingFaceTB/SmolLM2-1.7B-Instruct,¿Qué estado o sentimiento de los incluidos en la información proporcionada se define como el apetito de algo o una afición vehemente hacia ello?,El estado o sentimiento de los incluidos en la información proporcionada se define como el apetito de algo o una afición vehemente hacia ello.,0.0,granite3.2:latest,smollm_faithfulness.jsonl,HuggingFaceTB/SmolLM2-1.7B-Instruct::passion_identification_01,True
passion_identification_01,concept_identification,passion,colloquial,HuggingFaceTB/SmolLM2-1.7B-Instruct,"De los que aparecen ahí, ¿cómo se llama eso de tener muchísimas ganas de algo o una afición muy fuerte por ello?","El término que se llama es ""enamoramiento"".

### DERIVADA
El término ""enamorar"" se derivó del término ""enamorar"" (1).

### EQUIVOCACIÓN
El término ""enamoramiento"" no se equivoca con ""enamorar"".

### EQUIVOCACIÓN
El término ""enamorar"" no se equivoca con ""enamoramiento"".

### EQUIVOCACIÓN
El término ""enamorar"" no se equivoca con ""enamorar"" (2).

### EQUIVOCACIÓN
El término ""enamorar"" no se equivoca con",0.6,granite3.2:latest,smollm_faithfulness.jsonl,HuggingFaceTB/SmolLM2-1.7B-Instruct::passion_identification_01,True
infatuation_definition_01,definition,infatuation,formal,HuggingFaceTB/SmolLM2-1.7B-Instruct,"De acuerdo con la información proporcionada, ¿qué se entiende por enamoramiento?","Enamoramiento se entiende como la acción y efecto de enamorar o enamorarse, que consiste en despertar un sentimiento amoroso en algo o alguien.

### FIN DEL RESPUESTA",1.0,granite3.2:latest,smollm_faithfulness.jsonl,HuggingFaceTB/SmolLM2-1.7B-Instruct::infatuation_definition_01,True
infatuation_definition_01,definition,infatuation,colloquial,HuggingFaceTB/SmolLM2-1.7B-Instruct,"Según lo que pone ahí, ¿qué es eso de estar enamorado?",Es un sentimiento amoroso que hace que quien se enamore se sienta enamorado.,0.0,granite3.2:latest,smollm_faithfulness.jsonl,HuggingFaceTB/SmolLM2-1.7B-Instruct::infatuation_definition_01,True
infatuation_identification_01,concept_identification,infatuation,formal,HuggingFaceTB/SmolLM2-1.7B-Instruct,¿Qué estado o sentimiento de los incluidos en la información proporcionada se relaciona con despertar en alguien un sentimiento amoroso?,"El estado o sentimiento de los incluidos en la información proporcionada se relaciona con el despertar en alguien un sentimiento amoroso, como el enamoramiento. El enamoramiento es una acción y efecto de enamorar o enamorarse, que provoca una apertura y una sensación de amor y amistad entre dos personas.

### FIN DEL RESPUESTA

Para concluir, el estado o sentimiento de los incluidos en la información proporcionada se relaciona con el despertar en alguien un sentimiento amoroso, como el enamoramiento.",0.5,granite3.2:latest,smollm_faithfulness.jsonl,HuggingFaceTB/SmolLM2-1.7B-Instruct::infatuation_identification_01,True
infatuation_identification_01,concept_identification,infatuation,colloquial,HuggingFaceTB/SmolLM2-1.7B-Instruct,"De los que aparecen ahí, ¿cómo se llama eso de que alguien empiece a sentir algo amoroso por otra persona?","El término que se llama eso de que alguien empiece a sentir algo amoroso por otra persona es ""enamoramiento"".

### CONCLUSIÓN
El término ""enamoramiento"" se utiliza para describir el acción y efecto de enamorar o enamorarse, es decir, la creación de una pasión amorosa.",1.0,granite3.2:latest,smollm_faithfulness.jsonl,HuggingFaceTB/SmolLM2-1.7B-Instruct::infatuation_identification_01,True
melancholy_definition_01,definition,melancholy,formal,HuggingFaceTB/SmolLM2-1.7B-Instruct,"De acuerdo con la información proporcionada, ¿qué se entiende por melancolía?","Melancolía es una tristeza vaga, profunda, sosegada y permanente, nacida de causas físicas o morales, que hace que quien la padece no encuentre gusto ni diversión en nada.",1.0,granite3.2:latest,smollm_faithfulness.jsonl,HuggingFaceTB/SmolLM2-1.7B-Instruct::melancholy_definition_01,True
melancholy_definition_01,definition,melancholy,colloquial,HuggingFaceTB/SmolLM2-1.7B-Instruct,"Según lo que pone ahí, ¿qué es eso de estar melancólico?","Es un sentimiento de tristeza vaga, profunda, sosegada y permanente, nacida de causas físicas o morales, que hace que quien la padece no encuentre gusto ni diversión en nada.",1.0,granite3.2:latest,smollm_faithfulness.jsonl,HuggingFaceTB/SmolLM2-1.7B-Instruct::melancholy_definition_01,True
melancholy_identification_01,concept_identification,melancholy,formal,HuggingFaceTB/SmolLM2-1.7B-Instruct,"¿Qué estado o sentimiento de los incluidos en la información proporcionada se caracteriza por una tristeza vaga, profunda, sosegada y permanente que impide encontrar gusto o diversión en nada?","El estado o sentimiento de los incluidos en la información proporcionada se caracteriza por una tristeza vaga, profunda, sosegada y permanente que impide encontrar gusto o diversión en nada.

### FIN DEL RESPUESTA",1.0,granite3.2:latest,smollm_faithfulness.jsonl,HuggingFaceTB/SmolLM2-1.7B-Instruct::melancholy_identification_01,True
melancholy_identification_01,concept_identification,melancholy,colloquial,HuggingFaceTB/SmolLM2-1.7B-Instruct,"De los que aparecen ahí, ¿cómo se llama eso de tener una tristeza profunda y tranquila que dura y hace que no disfrutes de nada?","El término que se refiere a eso es ""melancolía"".

### DERIVADA

### CONTEXTO
Término: tristeza
Definición (acepción 1): Cualidad de triste.
Referencia: triste (acepción 1): Afligido, apesadumbrado.

Término: tristeza
Definición (acepción 2): Apetito de algo o afición vehemente a ello.

Término: tristeza
Definición (acepción 3): Apetito de algo o afición vehemente a ello.

Término: tristeza
Definición (acepción 4): Apetito de algo o afición ve",0.625,granite3.2:latest,smollm_faithfulness.jsonl,HuggingFaceTB/SmolLM2-1.7B-Instruct::melancholy_identification_01,True
serenity_definition_01,definition,serenity,formal,HuggingFaceTB/SmolLM2-1.7B-Instruct,"De acuerdo con la información proporcionada, ¿qué se entiende por serenidad?","Serenidad se entiende como una cualidad de sereno, que es una situación o estado de ánimo apacible, sin turbación física o moral, y sin turbación mental.

### CONCLUSIÓN
En resumen, la definición de ilusión es ""Esperanza cuyo cumplimiento parece especialmente atractivo"", mientras que la definición de tristeza es ""Cualidad de triste"", la definición de angustia es ""Aflicción, congoja, ansiedad"", la definición de apatía es ""Impasibilidad del ánimo"", la definición de alegría es ""Sentimiento grato y vivo que suele manifestarse con signos exteriores"", la definición de excit",0.75,granite3.2:latest,smollm_faithfulness.jsonl,HuggingFaceTB/SmolLM2-1.7B-Instruct::serenity_definition_01,True
serenity_definition_01,definition,serenity,colloquial,HuggingFaceTB/SmolLM2-1.7B-Instruct,"Según lo que pone ahí, ¿qué es eso de estar sereno?","Es la cualquier situación o emocion que se siente como siendo apacible, sin turbación física o moral, y que no tenga ninguna causa física o morale para que se sienta como así.

### FIN DEL RESPUESTA",0.5,granite3.2:latest,smollm_faithfulness.jsonl,HuggingFaceTB/SmolLM2-1.7B-Instruct::serenity_definition_01,True
serenity_identification_01,concept_identification,serenity,formal,HuggingFaceTB/SmolLM2-1.7B-Instruct,"¿Qué estado o cualidad de los incluidos en la información proporcionada se corresponde con encontrarse apacible, sosegado y sin turbación física o moral?","El estado o cualidad de los incluidos en la información proporcionada se corresponde con encontrarse apacible, sosegado y sin turbación física o moral.",1.0,granite3.2:latest,smollm_faithfulness.jsonl,HuggingFaceTB/SmolLM2-1.7B-Instruct::serenity_identification_01,True
serenity_identification_01,concept_identification,serenity,colloquial,HuggingFaceTB/SmolLM2-1.7B-Instruct,"De los que aparecen ahí, ¿cómo se llama eso de estar tranquilo, sosegado y sin nada que te perturbe?","El término que se llama ese de estar tranquilo, sosegado y sin nada que te perturbe es ""serenidad"".",1.0,granite3.2:latest,smollm_faithfulness.jsonl,HuggingFaceTB/SmolLM2-1.7B-Instruct::serenity_identification_01,True
illusion_definition_01,definition,illusion,formal,ministral/Ministral-3b-instruct,"De acuerdo con la información proporcionada, ¿qué se entiende por ilusión?","El estrodee, ou esperado de la informia, es espero que es oceuntionally oceuntionally oceuntionally oceuntionally oceuntionally oceuntionally oceuntionally oceuntionally oceuntionally oceuntionally oceuntionally oceuntionally oceuntionary oceuntionary oceuntionary oceuntionary oceuntionary oceuntionary oceuntionary oceuntionary oceuntionary oceuntionary oceuntionary oceuntionary oceuntionary oceuntionary oceuntionary oceuntionary oceuntionary oceuntion",0.0,granite3.2:latest,mistral_faithfulness.jsonl,ministral/Ministral-3b-instruct::illusion_definition_01,True
illusion_definition_01,definition,illusion,colloquial,ministral/Ministral-3b-instruct,"Según lo que pone ahí, ¿qué es eso de tener ilusión?","En el contexto:

1. impeccable
2. impeccable
3. impeccable
4. impeccable
5. impeccable
6. impeccable
7. impeccable
8. impeccable
9. impeccable
10. impeccable

Nay, impeccable

Nay, impeccable

Nay, impeccable

Nay, impeccable

Nay, impeccable

Nay, impeccable

Nay, impeccable

Nay, impeccable

Nay, impeccable

Nay, impeccable

Nay, impeccable

Nay, impeccable

Nay, impeccable

Nay, im",0.9090909090909091,granite3.2:latest,mistral_faithfulness.jsonl,ministral/Ministral-3b-instruct::illusion_definition_01,True
illusion_identification_01,concept_identification,illusion,formal,ministral/Ministral-3b-instruct,¿Qué estado o sentimiento de los incluidos en la información proporcionada se caracteriza por una esperanza cuyo cumplimiento parece especialmente atractivo?,"No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no,",0.0,granite3.2:latest,mistral_faithfulness.jsonl,ministral/Ministral-3b-instruct::illusion_identification_01,True
illusion_identification_01,concept_identification,illusion,colloquial,ministral/Ministral-3b-instruct,"De los que aparecen ahí, ¿cómo se llama eso de esperar algo que tienes muchísimas ganas de que se cumpla?","Icee, eso de que tú que tú que tú que tú que tou, y you, y you, y yuee, y yuee, y yuee, y yuee, y yuee, y yuee, y yuee, y yuee, y yuee, y yuee, y yuee, y yuee, y yuee, y yuee, y yuee, y yuee, y yuee, y yuee, y yuee, y yuee, y yuee, y yuee, y yuee, y yuee, y yuee, y yuee, y yuee, y yuee, y yuee, y yuee, y yuee, y yuee, y yuee, y yuee",,granite3.2:latest,mistral_faithfulness.jsonl,ministral/Ministral-3b-instruct::illusion_identification_01,False
sadness_definition_01,definition,sadness,formal,ministral/Ministral-3b-instruct,"De acuerdo con la información proporcionada, ¿qué se entiende por tristeza?","Cerealizar que tú constando que tú perceu que tú perceu que tousernaye vengalousernaye, no estas vengalousernaye, y que tousernaye vengalousernaye, y que tousernaye vengalousernaye, y que tousernaye vengalousernaye, y que tousernaye vengalousernaye, y que tousernaye vengalousernaye, y que tousernaye vengalousernaye, y que tousernaye vengalousernaye, y que tousernaye vengalousernaye, y que tousernaye vengalousern",0.0,granite3.2:latest,mistral_faithfulness.jsonl,ministral/Ministral-3b-instruct::sadness_definition_01,True
sadness_definition_01,definition,sadness,colloquial,ministral/Ministral-3b-instruct,"Según lo que pone ahí, ¿qué es eso de estar triste?","Naylereo de la cueha de la cueha de la cueha de la cueha de la cueha de la cueha de la cueha ofa cueha de la cueha ofa cueha ofa cueha ofa cueha ofa cueha ofa cueha ofa cueha ofa cueha ofa cueha ofa cueha ofa cueha ofa cueha ofa cueha ofa cueka.

Naylereo de la cueha de la cueha ofa cueha ofa cueha ofa cueka.

Naylereo de la cueha ofa cueka.

Naylereo de la cueha ofa cueka.

Naylereo de la cueha ofa c",0.0,granite3.2:latest,mistral_faithfulness.jsonl,ministral/Ministral-3b-instruct::sadness_definition_01,True
sadness_identification_01,concept_identification,sadness,formal,ministral/Ministral-3b-instruct,¿Qué estado o sentimiento de los incluidos en la información proporcionada se corresponde con estar afligido o apesadumbrado?,"No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no,",,granite3.2:latest,mistral_faithfulness.jsonl,ministral/Ministral-3b-instruct::sadness_identification_01,False
sadness_identification_01,concept_identification,sadness,colloquial,ministral/Ministral-3b-instruct,"De los que aparecen ahí, ¿cómo se llama eso de estar afligido o con mucho pesar?","Icee, eso de esta que se tengo que tengo que tengo que tengo que tengo que tengo que tengo que tengo que tengo que tengo que tengo que tengo que tengo que tengo que tengo que tengo que tengo que tengo que tengo que tengo que tengo que tengo que tengo que tengo que tengo que tengo que tengo que tengo que tengo que tengo que tengo que tengo que tengo que tengo que tengo que tengo que tengo que tengo que tengo que tengo que tengo que tengo que tengo que tengo que tengo que tengo que tubitante t",1.0,granite3.2:latest,mistral_faithfulness.jsonl,ministral/Ministral-3b-instruct::sadness_identification_01,True
anguish_definition_01,definition,anguish,formal,ministral/Ministral-3b-instruct,"De acuerdo con la información proporcionada, ¿qué se entiende por angustia?","Icee, espero que el connooo ou oo ou oo ou oo ou oo ou oo ou oo ou oo ou oo ou oo ou oo ou oo ou oo ou oo ou oo ou oo ou oo ou oo ou oo or oo or oo or oo or oo or oo or oo or oo or oo or oo or oo or oo or oo or oo or oo or oo or oo or oo or oo or oo or oo or oo or oo or oo or oo or oo or oo or oo or oo or oo or oo or oo or oo or oo or oo or oo or oo or oo or oo or oo or oo or oo or oo or oo or oo or",1.0,granite3.2:latest,mistral_faithfulness.jsonl,ministral/Ministral-3b-instruct::anguish_definition_01,True
anguish_definition_01,definition,anguish,colloquial,ministral/Ministral-3b-instruct,"Según lo que pone ahí, ¿qué es eso de sentir angustia?","Enel esotre, eso de seotre, eso de seotre, eso de seotre, eso de seotre, eso de seotre, eso de seotre, eso de seotre, eso de seotre, eso de seotre, eso de seotre, eso de seotre, eso de seotre, eso de seotre, eso de seotre, eso de seotre, eso de seotre, eso de seotre, eso de seotre, eso de seotre, eso de seotre, eso de seotre, eso de seotre, eso de seotre, eso de seotre, eso de seotre, eso de seotre, eso de seotre, eso de seot",1.0,granite3.2:latest,mistral_faithfulness.jsonl,ministral/Ministral-3b-instruct::anguish_definition_01,True
anguish_identification_01,concept_identification,anguish,formal,ministral/Ministral-3b-instruct,"¿Qué estado o sentimiento de los incluidos en la información proporcionada se define mediante la aflicción, la congoja y la ansiedad?","No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no,",,granite3.2:latest,mistral_faithfulness.jsonl,ministral/Ministral-3b-instruct::anguish_identification_01,False
anguish_identification_01,concept_identification,anguish,colloquial,ministral/Ministral-3b-instruct,"De los que aparecen ahí, ¿cómo se llama eso de sentir aflicción, congoja y ansiedad?","Icee, eso de señor de que se tengo que tengo de que se tengo que tengo que tengo que tengo que tengo que tengo que tengo que tengo que tengo que tengo que tengo que tengo que tengo que tengo que tengo que tengo que tengo que tengo que tengo que tengo que tengo que tengo que tengo que tengo que tengo que tengo que tengo que tengo que tengo que tengo que tengo que tengo que tengo que tengo que tengo que tubitante tudis.

Nay, eso de señor de que se tengo que tengo con y cuetiona y",0.5,granite3.2:latest,mistral_faithfulness.jsonl,ministral/Ministral-3b-instruct::anguish_identification_01,True
apathy_definition_01,definition,apathy,formal,ministral/Ministral-3b-instruct,"De acuerdo con la información proporcionada, ¿qué se entiende por apatía?","Icee, espero que se acuerco de esperanza y alusion, y espero que se acuerco de esperanza y alusion, y espero que se acuerco de esperanza and alusion, and espero que con no esperado e acuerco de esperance, y espero que con no esperado e acuerco de esperance, and espero que con no esperado e acuerco de esperance, and espero que con no esperado e acuerco de esperance, and espero que con no esperado e acuerco de esperance, and espero que con no esperado e acuerco de esperance, and espero que con no esperado e acuerco de esperance, and espero que con no esperado",1.0,granite3.2:latest,mistral_faithfulness.jsonl,ministral/Ministral-3b-instruct::apathy_definition_01,True
apathy_definition_01,definition,apathy,colloquial,ministral/Ministral-3b-instruct,"Según lo que pone ahí, ¿qué es eso de estar apático?","Enlaborar el connoo de eso de estapé, de eso de eso de eso de eso de eso de eso de eso de eso de eso de eso de eso de eso de eso de eso de eso de eso de eso de eso de eso de eso de eso de eso de eso de eso de eso de eso de eso de eso de eso de eso de eso de eso de eso de eso de eso de eso de eso de eso de eso de eso de eso de eso de eso de eso de eso de eso de eso de eso de eso de eso de eso de eso de eso de eso de eso de eso de eso de eso de eso de eso de eso de",1.0,granite3.2:latest,mistral_faithfulness.jsonl,ministral/Ministral-3b-instruct::apathy_definition_01,True
apathy_identification_01,concept_identification,apathy,formal,ministral/Ministral-3b-instruct,¿Qué estado o sentimiento de los incluidos en la información proporcionada se caracteriza por la impasibilidad del ánimo?,"No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no,",0.0,granite3.2:latest,mistral_faithfulness.jsonl,ministral/Ministral-3b-instruct::apathy_identification_01,True
apathy_identification_01,concept_identification,apathy,colloquial,ministral/Ministral-3b-instruct,"De los que aparecen ahí, ¿cómo se llama eso de que tu ánimo se quede como impasible?","Icee, eso de que tu ánniotlado congoja, eso de que tú lo que tú tengo de que te tu ounce y yeras que toukertladyladyladyladyladyladyladyladyladyladyladyladyladyladyladyladyladyladyladyladyladyladyladyladyladyladyladyladyladyladyladyladyladyladyladyladyladyladyladyladyladyladyladyladyladyladyladyladyladyladyladyladyladyladyladyladyladyladyladyladyladyladyladyladyladyladyladyladyladyladyladyladyladyladyladylady",0.0,granite3.2:latest,mistral_faithfulness.jsonl,ministral/Ministral-3b-instruct::apathy_identification_01,True
